precinct,county,area_km2,perimeter_km,shape_complexity,longitude,latitude,precinct_political,total_votes_sum,avg_votes_per_contest,num_contests,dem_pct,rep_pct,other_pct,precinct_flippable,dem_votes,oppo_votes,dem_margin,dva_pct_needed,total_votes,dem_vote_pct,competitiveness,flippability_score,comprehensive_cluster
809,FORSYTH,59.99114405228541,34.7603080406737,1266.0041005566723,-80.33634511963908,36.11275772175074,809,199840,843.2067510548524,237,35.86497890295359,32.91139240506329,31.223628691983123,809,6627.0,6998.0,-61.833333333333336,0.14856153766666666,13625.0,48.638532110091745,98.63853211009175,1343.95,2
901,FORSYTH,25.3231557402635,25.3921827494372,1423.4302470252537,-80.26835941692586,36.102565619568935,901,128803,543.4725738396625,237,36.28691983122363,32.48945147679325,31.223628691983123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
902,FORSYTH,15.424865224152398,23.5483561473777,1691.3947353342317,-80.25632657397237,36.0956833717858,902,116347,517.0977777777778,225,36.888888888888886,30.22222222222222,32.88888888888889,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
903,FORSYTH,48.8804526929124,30.321843276337,1223.4410746607573,-80.27188999935743,36.124751940671274,903,159700,688.3620689655172,232,36.637931034482754,29.310344827586203,34.05172413793103,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
904,FORSYTH,43.0103662842618,35.349660133765504,1520.525612805658,-80.31574338775586,36.15992455861785,904,122484,530.2337662337662,231,36.36363636363637,29.43722943722944,34.1991341991342,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
905,FORSYTH,42.0063166904326,33.6635433357438,1465.2023063346178,-80.28879701415879,36.142884589299264,905,152206,634.1916666666667,240,35.833333333333336,31.25,32.916666666666664,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
906,FORSYTH,64.3585849341479,42.7664442775947,1503.8169236504125,-80.32138863980691,36.12844934503019,906,218171,920.5527426160338,237,36.28691983122363,32.48945147679325,31.223628691983123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
907,FORSYTH,37.6715852743161,27.9185547013515,1283.1607054466322,-80.31126553083581,36.14252147833182,907,124614,525.7974683544304,237,36.28691983122363,32.48945147679325,31.223628691983123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
908,FORSYTH,67.2754233455952,40.4957819007801,1392.761128129725,-80.3374311618264,36.143080353120624,908,198108,832.3865546218487,238,36.134453781512605,32.773109243697476,31.092436974789916,908,6370.0,6844.0,-79.0,0.3330822171666667,13214.0,48.20644770697744,98.20644770697744,1297.7,2
909,FORSYTH,32.2826344489095,28.0549617786834,1392.9010480028724,-80.33830520209378,36.15992372145715,909,91578,379.99170124481327,241,36.09958506224066,31.950207468879665,31.950207468879665,909,396.0,409.0,-13.0,0.048275862,805.0,49.192546583850934,99.19254658385094,79.85000000000001,2
