county,precinct,contest_name,election_date,dem_votes,rep_votes,other_votes,total_votes,winner,vote_diff,margin_pct,dem_margin_pct,dva_pct_needed,strategic_tier,priority_score
FORSYTH,132,NC SECRETARY OF STATE,2024-11-05,1984,1841,0,3825,DEM,143,3.74,3.74,3.76,Tier 4: Opportunity (2.0-5.0%),0.9960937499999999
FORSYTH,809,NC COMMISSIONER OF LABOR,2024-11-05,1216,1128,0,2344,DEM,88,3.75,3.75,3.79,Tier 4: Opportunity (2.0-5.0%),0.6088311688311687
FORSYTH,123,US HOUSE OF REPRESENTATIVES DISTRICT 05,2022-11-08,855,793,0,1648,DEM,62,3.76,3.76,3.82,Tier 4: Opportunity (2.0-5.0%),0.4269430051813472
FORSYTH,806,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,617,572,0,1189,DEM,45,3.78,3.78,3.86,Tier 4: Opportunity (2.0-5.0%),0.3064432989690722
FORSYTH,908,NC STATE SENATE DISTRICT 32,2020-11-03,1220,1131,0,2351,DEM,89,3.79,3.79,3.82,Tier 4: Opportunity (2.0-5.0%),0.6043701799485861
FORSYTH,807,US PRESIDENT,2024-11-05,822,762,0,1584,DEM,60,3.79,3.79,3.85,Tier 4: Opportunity (2.0-5.0%),0.4071979434447301
FORSYTH,509,DISTRICT ATTORNEY DISTRICT 31,2022-11-08,589,546,0,1135,DEM,43,3.79,3.79,3.87,Tier 4: Opportunity (2.0-5.0%),0.2917737789203085
FORSYTH,123,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2022-11-08,851,788,0,1639,DEM,63,3.84,3.84,3.9,Tier 4: Opportunity (2.0-5.0%),0.415989847715736
FORSYTH,806,NC AUDITOR,2024-11-05,794,735,0,1529,DEM,59,3.86,3.86,3.92,Tier 4: Opportunity (2.0-5.0%),0.3861111111111111
FORSYTH,807,NC AUDITOR,2024-11-05,781,723,0,1504,DEM,58,3.86,3.86,3.92,Tier 4: Opportunity (2.0-5.0%),0.3797979797979798
FORSYTH,802,NC TREASURER,2024-11-05,740,685,0,1425,DEM,55,3.86,3.86,3.92,Tier 4: Opportunity (2.0-5.0%),0.35984848484848486
FORSYTH,803,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05,2022-11-08,639,591,0,1230,DEM,48,3.9,3.9,3.98,Tier 4: Opportunity (2.0-5.0%),0.3075
FORSYTH,809,NC COURT OF APPEALS JUDGE SEAT 07,2020-11-03,1193,1103,0,2296,DEM,90,3.92,3.92,3.96,Tier 4: Opportunity (2.0-5.0%),0.5711442786069653
FORSYTH,807,NC COURT OF APPEALS JUDGE SEAT 12,2024-11-05,809,748,0,1557,DEM,61,3.92,3.92,3.98,Tier 4: Opportunity (2.0-5.0%),0.3873134328358209
FORSYTH,74,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,1468,1357,0,2825,DEM,111,3.93,3.93,3.96,Tier 4: Opportunity (2.0-5.0%),0.7009925558312655
FORSYTH,52,NC GOVERNOR,2020-11-03,551,509,0,1060,DEM,42,3.96,3.96,4.05,Tier 4: Opportunity (2.0-5.0%),0.2610837438423646
FORSYTH,123,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,1230,1133,0,2363,DEM,97,4.1,4.1,4.14,Tier 4: Opportunity (2.0-5.0%),0.5626190476190477
FORSYTH,74,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,1511,1391,0,2902,DEM,120,4.14,4.14,4.17,Tier 4: Opportunity (2.0-5.0%),0.6844339622641511
FORSYTH,74,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,1476,1358,0,2834,DEM,118,4.16,4.16,4.2,Tier 4: Opportunity (2.0-5.0%),0.6652582159624414
FORSYTH,807,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 04,2020-11-03,845,777,0,1622,DEM,68,4.19,4.19,4.25,Tier 4: Opportunity (2.0-5.0%),0.3780885780885781
FORSYTH,802,US HOUSE OF REPRESENTATIVES DISTRICT 06,2020-11-03,702,645,0,1347,DEM,57,4.23,4.23,4.3,Tier 4: Opportunity (2.0-5.0%),0.3110854503464203
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,853,782,0,1635,DEM,71,4.34,4.34,4.4,Tier 4: Opportunity (2.0-5.0%),0.3682432432432433
FORSYTH,135,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1462,1339,0,2801,DEM,123,4.39,4.39,4.42,Tier 4: Opportunity (2.0-5.0%),0.6238307349665926
FORSYTH,804,NC HOUSE OF REPRESENTATIVES DISTRICT 072,2020-11-03,547,501,0,1048,DEM,46,4.39,4.39,4.48,Tier 4: Opportunity (2.0-5.0%),0.23340757238307355
FORSYTH,803,US PRESIDENT,2020-11-03,786,719,0,1505,DEM,67,4.45,4.45,4.51,Tier 4: Opportunity (2.0-5.0%),0.33076923076923076
FORSYTH,807,US SENATE,2020-11-03,830,759,0,1589,DEM,71,4.47,4.47,4.53,Tier 4: Opportunity (2.0-5.0%),0.34770240700218824
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 10,2022-11-08,853,780,0,1633,DEM,73,4.47,4.47,4.53,Tier 4: Opportunity (2.0-5.0%),0.35733041575492347
FORSYTH,77,NC SECRETARY OF STATE,2024-11-05,1201,1097,0,2298,DEM,104,4.53,4.53,4.57,Tier 4: Opportunity (2.0-5.0%),0.49632829373650106
FORSYTH,807,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05,2022-11-08,645,589,0,1234,DEM,56,4.54,4.54,4.61,Tier 4: Opportunity (2.0-5.0%),0.265948275862069
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,854,779,0,1633,DEM,75,4.59,4.59,4.65,Tier 4: Opportunity (2.0-5.0%),0.34818763326226015
FORSYTH,806,NC STATE SENATE DISTRICT 32,2020-11-03,818,746,0,1564,DEM,72,4.6,4.6,4.66,Tier 4: Opportunity (2.0-5.0%),0.3327659574468086
FORSYTH,802,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2024-11-05,1988,1813,0,3801,DEM,175,4.6,4.6,4.63,Tier 4: Opportunity (2.0-5.0%),0.8087234042553193
FORSYTH,74,CITY OF WINSTON-SALEM COUNCIL MEMBER WEST WARD,2024-11-05,1332,1214,0,2546,DEM,118,4.63,4.63,4.67,Tier 4: Opportunity (2.0-5.0%),0.5382663847780127
FORSYTH,908,US HOUSE OF REPRESENTATIVES DISTRICT 06,2020-11-03,1245,1133,0,2378,DEM,112,4.71,4.71,4.75,Tier 4: Opportunity (2.0-5.0%),0.4943866943866944
FORSYTH,809,NC TREASURER,2024-11-05,1245,1132,0,2377,DEM,113,4.75,4.75,4.79,Tier 4: Opportunity (2.0-5.0%),0.49010309278350517
FORSYTH,74,NC TREASURER,2024-11-05,1523,1385,0,2908,DEM,138,4.75,4.75,4.78,Tier 4: Opportunity (2.0-5.0%),0.5995876288659794
FORSYTH,809,NC COURT OF APPEALS JUDGE SEAT 05,2020-11-03,1204,1093,0,2297,DEM,111,4.83,4.83,4.87,Tier 4: Opportunity (2.0-5.0%),0.46592292089249504
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 04,2020-11-03,1267,1149,0,2416,DEM,118,4.88,4.88,4.92,Tier 4: Opportunity (2.0-5.0%),0.48514056224899604
FORSYTH,123,NC STATE SENATE DISTRICT 32,2022-11-08,857,777,0,1634,DEM,80,4.9,4.9,4.95,Tier 4: Opportunity (2.0-5.0%),0.3268
FORSYTH,807,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,853,772,0,1625,DEM,81,4.98,4.98,5.04,Tier 4: Opportunity (2.0-5.0%),0.3198818897637795
FORSYTH,908,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,1240,1122,0,2362,DEM,118,5.0,5.0,5.03,Tier 4: Opportunity (2.0-5.0%),0.46313725490196084
FORSYTH,805,CITY OF WINSTON-SALEM COUNCIL MEMBER WEST WARD,2024-11-05,1072,970,0,2042,DEM,102,5.0,5.0,5.04,Tier 4: Opportunity (2.0-5.0%),0.4003921568627451
FORSYTH,701,NC COMMISSIONER OF AGRICULTURE,2024-11-05,588,532,0,1120,DEM,56,5.0,5.0,5.08,Tier 4: Opportunity (2.0-5.0%),0.21960784313725495
FORSYTH,908,US HOUSE OF REPRESENTATIVES DISTRICT 05,2022-11-08,1022,923,0,1945,DEM,99,5.09,5.09,5.14,Tier 5: Long-term (5.0%+),0.37475915221579964
FORSYTH,131,NC ATTORNEY GENERAL,2024-11-05,1620,1463,0,3083,DEM,157,5.09,5.09,5.12,Tier 5: Long-term (5.0%+),0.5940269749518305
FORSYTH,807,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,854,771,0,1625,DEM,83,5.11,5.11,5.16,Tier 5: Long-term (5.0%+),0.31190019193857965
FORSYTH,908,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,1241,1120,0,2361,DEM,121,5.12,5.12,5.16,Tier 5: Long-term (5.0%+),0.4522988505747127
FORSYTH,807,US HOUSE OF REPRESENTATIVES DISTRICT 06,2020-11-03,860,776,0,1636,DEM,84,5.13,5.13,5.19,Tier 5: Long-term (5.0%+),0.312810707456979
FORSYTH,806,US HOUSE OF REPRESENTATIVES DISTRICT 06,2020-11-03,838,756,0,1594,DEM,82,5.14,5.14,5.2,Tier 5: Long-term (5.0%+),0.30419847328244276
FORSYTH,77,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1203,1085,0,2288,DEM,118,5.16,5.16,5.2,Tier 5: Long-term (5.0%+),0.43498098859315587
FORSYTH,123,NC LIEUTENANT GOVERNOR,2020-11-03,1292,1165,0,2457,DEM,127,5.17,5.17,5.21,Tier 5: Long-term (5.0%+),0.46622390891840604
FORSYTH,804,NC COMMISSIONER OF LABOR,2024-11-05,548,494,0,1042,DEM,54,5.18,5.18,5.27,Tier 5: Long-term (5.0%+),0.19734848484848488
FORSYTH,132,NC ATTORNEY GENERAL,2024-11-05,2017,1817,0,3834,DEM,200,5.22,5.22,5.24,Tier 5: Long-term (5.0%+),0.7206766917293234
FORSYTH,15,FORSYTH COUNTY SHERIFF,2022-11-08,1017,916,0,1933,DEM,101,5.23,5.23,5.27,Tier 5: Long-term (5.0%+),0.3626641651031895
FORSYTH,74,NC COMMISSIONER OF INSURANCE,2024-11-05,1529,1377,0,2906,DEM,152,5.23,5.23,5.26,Tier 5: Long-term (5.0%+),0.5452157598499062
FORSYTH,807,NC STATE SENATE DISTRICT 32,2022-11-08,643,578,0,1221,DEM,65,5.32,5.32,5.4,Tier 5: Long-term (5.0%+),0.22527675276752768
FORSYTH,802,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,709,637,0,1346,DEM,72,5.35,5.35,5.42,Tier 5: Long-term (5.0%+),0.2469724770642202
FORSYTH,74,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2024-11-05,3849,3458,0,7307,DEM,391,5.35,5.35,5.36,Tier 5: Long-term (5.0%+),1.3407339449541287
FORSYTH,805,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,1061,953,0,2014,DEM,108,5.36,5.36,5.41,Tier 5: Long-term (5.0%+),0.3688644688644688
FORSYTH,67,FORSYTH COUNTY SHERIFF,2022-11-08,461,414,0,875,DEM,47,5.37,5.37,5.47,Tier 5: Long-term (5.0%+),0.15996343692870202
FORSYTH,809,NC COURT OF APPEALS JUDGE SEAT 04,2020-11-03,1215,1091,0,2306,DEM,124,5.38,5.38,5.42,Tier 5: Long-term (5.0%+),0.42080291970802924
FORSYTH,908,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,1222,1097,0,2319,DEM,125,5.39,5.39,5.43,Tier 5: Long-term (5.0%+),0.4224043715846995
FORSYTH,135,NC ATTORNEY GENERAL,2024-11-05,1494,1341,0,2835,DEM,153,5.4,5.4,5.43,Tier 5: Long-term (5.0%+),0.5154545454545455
FORSYTH,909,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,427,383,0,810,DEM,44,5.43,5.43,5.54,Tier 5: Long-term (5.0%+),0.1464737793851718
FORSYTH,806,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,837,750,0,1587,DEM,87,5.48,5.48,5.54,Tier 5: Long-term (5.0%+),0.28440860215053765
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 06,2020-11-03,1273,1140,0,2413,DEM,133,5.51,5.51,5.55,Tier 5: Long-term (5.0%+),0.43012477718360076
FORSYTH,803,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,755,676,0,1431,DEM,79,5.52,5.52,5.58,Tier 5: Long-term (5.0%+),0.254626334519573
FORSYTH,53,FORSYTH COUNTY SHERIFF,2022-11-08,954,854,0,1808,DEM,100,5.53,5.53,5.58,Tier 5: Long-term (5.0%+),0.3211367673179396
FORSYTH,806,FORSYTH COUNTY BOARD OF COMMISSIONERS AT-LARGE,2022-11-08,630,564,0,1194,DEM,66,5.53,5.53,5.6,Tier 5: Long-term (5.0%+),0.21207815275310835
FORSYTH,123,NC COMMISSIONER OF INSURANCE,2020-11-03,1278,1144,0,2422,DEM,134,5.53,5.53,5.57,Tier 5: Long-term (5.0%+),0.4301953818827709
FORSYTH,806,US PRESIDENT,2024-11-05,846,757,0,1603,DEM,89,5.55,5.55,5.61,Tier 5: Long-term (5.0%+),0.28371681415929206
FORSYTH,708,DISTRICT ATTORNEY DISTRICT 31,2022-11-08,1178,1054,0,2232,DEM,124,5.56,5.56,5.6,Tier 5: Long-term (5.0%+),0.3943462897526503
FORSYTH,701,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,615,550,0,1165,DEM,65,5.58,5.58,5.66,Tier 5: Long-term (5.0%+),0.20510563380281693
FORSYTH,802,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 04,2020-11-03,699,625,0,1324,DEM,74,5.59,5.59,5.66,Tier 5: Long-term (5.0%+),0.232688927943761
FORSYTH,123,NC COMMISSIONER OF AGRICULTURE,2024-11-05,1261,1126,0,2387,DEM,135,5.66,5.66,5.69,Tier 5: Long-term (5.0%+),0.4144097222222222
FORSYTH,809,NC ATTORNEY GENERAL,2020-11-03,1242,1108,0,2350,DEM,134,5.7,5.7,5.74,Tier 5: Long-term (5.0%+),0.4051724137931035
FORSYTH,908,NC TREASURER,2024-11-05,1228,1095,0,2323,DEM,133,5.73,5.73,5.76,Tier 5: Long-term (5.0%+),0.3984562607204116
FORSYTH,807,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,830,739,0,1569,DEM,91,5.8,5.8,5.86,Tier 5: Long-term (5.0%+),0.26593220338983053
FORSYTH,909,NC COMMISSIONER OF AGRICULTURE,2024-11-05,575,512,0,1087,DEM,63,5.8,5.8,5.88,Tier 5: Long-term (5.0%+),0.18423728813559323
FORSYTH,74,NC STATE SENATE DISTRICT 31,2024-11-05,1532,1360,0,2892,DEM,172,5.95,5.95,5.98,Tier 5: Long-term (5.0%+),0.47801652892561985
FORSYTH,807,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2020-11-03,855,758,0,1613,DEM,97,6.01,6.01,6.07,Tier 5: Long-term (5.0%+),0.2639934533551555
FORSYTH,809,US SENATE,2020-11-03,1218,1080,0,2298,DEM,138,6.01,6.01,6.04,Tier 5: Long-term (5.0%+),0.3761047463175123
FORSYTH,803,NC STATE SENATE DISTRICT 32,2024-11-05,740,656,0,1396,DEM,84,6.02,6.02,6.08,Tier 5: Long-term (5.0%+),0.22810457516339872
FORSYTH,806,NC STATE SENATE DISTRICT 32,2022-11-08,633,561,0,1194,DEM,72,6.03,6.03,6.1,Tier 5: Long-term (5.0%+),0.19477977161500815
FORSYTH,112,FORSYTH COUNTY SHERIFF,2022-11-08,891,789,0,1680,DEM,102,6.07,6.07,6.12,Tier 5: Long-term (5.0%+),0.27228525121555913
FORSYTH,123,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05,2022-11-08,872,772,0,1644,DEM,100,6.08,6.08,6.14,Tier 5: Long-term (5.0%+),0.26601941747572816
FORSYTH,74,NC AUDITOR,2020-11-03,1495,1323,0,2818,DEM,172,6.1,6.1,6.13,Tier 5: Long-term (5.0%+),0.45451612903225813
FORSYTH,908,NC COMMISSIONER OF LABOR,2024-11-05,1218,1078,0,2296,DEM,140,6.1,6.1,6.14,Tier 5: Long-term (5.0%+),0.3703225806451613
FORSYTH,807,FORSYTH COUNTY BOARD OF EDUCATION AT-LARGE,2022-11-08,1777,1572,0,3349,DEM,205,6.12,6.12,6.15,Tier 5: Long-term (5.0%+),0.5384244372990354
FORSYTH,74,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2022-11-08,1115,986,0,2101,DEM,129,6.14,6.14,6.18,Tier 5: Long-term (5.0%+),0.336698717948718
FORSYTH,804,US SENATE,2020-11-03,561,496,0,1057,DEM,65,6.15,6.15,6.23,Tier 5: Long-term (5.0%+),0.16912
FORSYTH,807,NC STATE SENATE DISTRICT 32,2024-11-05,803,710,0,1513,DEM,93,6.15,6.15,6.2,Tier 5: Long-term (5.0%+),0.24208
FORSYTH,908,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2022-11-08,1028,908,0,1936,DEM,120,6.2,6.2,6.24,Tier 5: Long-term (5.0%+),0.3073015873015873
FORSYTH,806,NC STATE SENATE DISTRICT 32,2024-11-05,805,711,0,1516,DEM,94,6.2,6.2,6.26,Tier 5: Long-term (5.0%+),0.24063492063492062
FORSYTH,809,NC COMMISSIONER OF LABOR,2020-11-03,1215,1073,0,2288,DEM,142,6.21,6.21,6.24,Tier 5: Long-term (5.0%+),0.3625990491283677
FORSYTH,807,FORSYTH COUNTY BOARD OF COMMISSIONERS AT-LARGE,2022-11-08,651,574,0,1225,DEM,77,6.29,6.29,6.36,Tier 5: Long-term (5.0%+),0.1917057902973396
FORSYTH,123,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,874,770,0,1644,DEM,104,6.33,6.33,6.38,Tier 5: Long-term (5.0%+),0.2556765163297045
FORSYTH,804,NC COURT OF APPEALS JUDGE SEAT 05,2020-11-03,560,493,0,1053,DEM,67,6.36,6.36,6.45,Tier 5: Long-term (5.0%+),0.1630030959752322
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 07,2020-11-03,1283,1129,0,2412,DEM,154,6.38,6.38,6.42,Tier 5: Long-term (5.0%+),0.37222222222222223
FORSYTH,806,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,849,747,0,1596,DEM,102,6.39,6.39,6.45,Tier 5: Long-term (5.0%+),0.24591679506933747
FORSYTH,131,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1629,1433,0,3062,DEM,196,6.4,6.4,6.43,Tier 5: Long-term (5.0%+),0.47107692307692306
FORSYTH,806,US SENATE,2022-11-08,630,554,0,1184,DEM,76,6.42,6.42,6.49,Tier 5: Long-term (5.0%+),0.18159509202453988
FORSYTH,123,NC DISTRICT COURT JUDGE DISTRICT 31 SEAT 10,2024-11-05,1274,1120,0,2394,DEM,154,6.43,6.43,6.47,Tier 5: Long-term (5.0%+),0.36661562021439514
FORSYTH,809,NC COURT OF APPEALS JUDGE SEAT 13,2020-11-03,1217,1069,0,2286,DEM,148,6.47,6.47,6.51,Tier 5: Long-term (5.0%+),0.3479452054794521
FORSYTH,804,NC COURT OF APPEALS JUDGE SEAT 13,2020-11-03,559,491,0,1050,DEM,68,6.48,6.48,6.56,Tier 5: Long-term (5.0%+),0.1595744680851064
FORSYTH,132,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,2034,1784,0,3818,DEM,250,6.55,6.55,6.57,Tier 5: Long-term (5.0%+),0.5741353383458647
FORSYTH,804,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,568,498,0,1066,DEM,70,6.57,6.57,6.65,Tier 5: Long-term (5.0%+),0.1598200899550225
FORSYTH,74,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,1125,986,0,2111,DEM,139,6.58,6.58,6.63,Tier 5: Long-term (5.0%+),0.31601796407185634
FORSYTH,804,NC COURT OF APPEALS JUDGE SEAT 07,2020-11-03,559,490,0,1049,DEM,69,6.58,6.58,6.66,Tier 5: Long-term (5.0%+),0.1570359281437126
FORSYTH,123,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2020-11-03,1292,1132,0,2424,DEM,160,6.6,6.6,6.64,Tier 5: Long-term (5.0%+),0.36179104477611945
FORSYTH,809,NC COMMISSIONER OF INSURANCE,2024-11-05,1258,1102,0,2360,DEM,156,6.61,6.61,6.65,Tier 5: Long-term (5.0%+),0.3517138599105812
FORSYTH,53,NC GOVERNOR,2024-11-05,1195,1046,0,2241,DEM,149,6.65,6.65,6.69,Tier 5: Long-term (5.0%+),0.332
FORSYTH,908,NC AUDITOR,2020-11-03,1251,1095,0,2346,DEM,156,6.65,6.65,6.69,Tier 5: Long-term (5.0%+),0.34755555555555556
FORSYTH,908,NC COURT OF APPEALS JUDGE SEAT 10,2022-11-08,1025,897,0,1922,DEM,128,6.66,6.66,6.7,Tier 5: Long-term (5.0%+),0.28431952662721893
FORSYTH,804,NC LIEUTENANT GOVERNOR,2020-11-03,572,500,0,1072,DEM,72,6.72,6.72,6.8,Tier 5: Long-term (5.0%+),0.15718475073313784
FORSYTH,804,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,484,423,0,907,DEM,61,6.73,6.73,6.82,Tier 5: Long-term (5.0%+),0.132796486090776
FORSYTH,908,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,1025,895,0,1920,DEM,130,6.77,6.77,6.82,Tier 5: Long-term (5.0%+),0.27947598253275113
FORSYTH,74,NC SECRETARY OF STATE,2020-11-03,1509,1317,0,2826,DEM,192,6.79,6.79,6.82,Tier 5: Long-term (5.0%+),0.41015965166908563
FORSYTH,807,US PRESIDENT,2020-11-03,871,760,0,1631,DEM,111,6.81,6.81,6.86,Tier 5: Long-term (5.0%+),0.2360347322720695
FORSYTH,809,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2024-11-05,3384,2952,0,6336,DEM,432,6.82,6.82,6.83,Tier 5: Long-term (5.0%+),0.9156069364161851
FORSYTH,77,NC ATTORNEY GENERAL,2024-11-05,1239,1080,0,2319,DEM,159,6.86,6.86,6.89,Tier 5: Long-term (5.0%+),0.3331896551724138
FORSYTH,74,NC COURT OF APPEALS JUDGE SEAT 10,2022-11-08,1120,976,0,2096,DEM,144,6.87,6.87,6.91,Tier 5: Long-term (5.0%+),0.3007173601147776
FORSYTH,64,FORSYTH COUNTY SHERIFF,2022-11-08,389,339,0,728,DEM,50,6.87,6.87,6.99,Tier 5: Long-term (5.0%+),0.10444763271162122
FORSYTH,809,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2020-11-03,1237,1077,0,2314,DEM,160,6.91,6.91,6.95,Tier 5: Long-term (5.0%+),0.33009985734664765
FORSYTH,802,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,750,653,0,1403,DEM,97,6.91,6.91,6.98,Tier 5: Long-term (5.0%+),0.2001426533523538
FORSYTH,806,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 04,2020-11-03,839,730,0,1569,DEM,109,6.95,6.95,7.0,Tier 5: Long-term (5.0%+),0.2225531914893617
FORSYTH,908,NC COMMISSIONER OF INSURANCE,2024-11-05,1235,1074,0,2309,DEM,161,6.97,6.97,7.01,Tier 5: Long-term (5.0%+),0.3265912305516266
FORSYTH,123,FORSYTH COUNTY BOARD OF COMMISSIONERS AT-LARGE,2022-11-08,875,761,0,1636,DEM,114,6.97,6.97,7.02,Tier 5: Long-term (5.0%+),0.23140028288543138
FORSYTH,804,NC COMMISSIONER OF INSURANCE,2024-11-05,567,493,0,1060,DEM,74,6.98,6.98,7.06,Tier 5: Long-term (5.0%+),0.1497175141242938
FORSYTH,74,NC COURT OF APPEALS JUDGE SEAT 15,2024-11-05,1550,1347,0,2897,DEM,203,7.01,7.01,7.04,Tier 5: Long-term (5.0%+),0.40745428973277076
FORSYTH,908,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,1023,889,0,1912,DEM,134,7.01,7.01,7.05,Tier 5: Long-term (5.0%+),0.2689170182841069
FORSYTH,804,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2020-11-03,567,492,0,1059,DEM,75,7.08,7.08,7.16,Tier 5: Long-term (5.0%+),0.14749303621169915
FORSYTH,909,NC DISTRICT COURT JUDGE DISTRICT 31 SEAT 10,2024-11-05,582,505,0,1087,DEM,77,7.08,7.08,7.16,Tier 5: Long-term (5.0%+),0.15139275766016713
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 13,2020-11-03,1289,1118,0,2407,DEM,171,7.1,7.1,7.14,Tier 5: Long-term (5.0%+),0.3343055555555556
FORSYTH,123,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2020-11-03,1296,1123,0,2419,DEM,173,7.15,7.15,7.19,Tier 5: Long-term (5.0%+),0.3336551724137931
FORSYTH,82,NC COMMISSIONER OF AGRICULTURE,2020-11-03,1999,1732,0,3731,DEM,267,7.16,7.16,7.18,Tier 5: Long-term (5.0%+),0.5139118457300276
FORSYTH,101,NC TREASURER,2020-11-03,906,785,0,1691,DEM,121,7.16,7.16,7.21,Tier 5: Long-term (5.0%+),0.23292011019283748
FORSYTH,42,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,875,758,0,1633,DEM,117,7.16,7.16,7.22,Tier 5: Long-term (5.0%+),0.22493112947658403
FORSYTH,74,US HOUSE OF REPRESENTATIVES DISTRICT 05,2022-11-08,1129,978,0,2107,DEM,151,7.17,7.17,7.21,Tier 5: Long-term (5.0%+),0.2898211829436039
FORSYTH,805,NC COURT OF APPEALS JUDGE SEAT 06,2020-11-03,1083,938,0,2021,DEM,145,7.17,7.17,7.22,Tier 5: Long-term (5.0%+),0.27799174690508943
FORSYTH,32,CITY OF WINSTON-SALEM MAYOR,2020-11-03,788,682,0,1470,DEM,106,7.21,7.21,7.27,Tier 5: Long-term (5.0%+),0.20109439124487002
FORSYTH,909,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2020-11-03,1596,1381,0,2977,DEM,215,7.22,7.22,7.25,Tier 5: Long-term (5.0%+),0.40669398907103826
FORSYTH,123,NC COMMISSIONER OF LABOR,2020-11-03,1296,1121,0,2417,DEM,175,7.24,7.24,7.28,Tier 5: Long-term (5.0%+),0.329291553133515
FORSYTH,809,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,1271,1099,0,2370,DEM,172,7.26,7.26,7.29,Tier 5: Long-term (5.0%+),0.32201086956521746
FORSYTH,909,CITY OF WINSTON-SALEM COUNCIL MEMBER NORTHWEST WARD,2024-11-05,494,427,0,921,DEM,67,7.27,7.27,7.37,Tier 5: Long-term (5.0%+),0.124966078697422
FORSYTH,74,US PRESIDENT,2020-11-03,1533,1324,0,2857,DEM,209,7.32,7.32,7.35,Tier 5: Long-term (5.0%+),0.38504043126684634
FORSYTH,908,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,1044,899,0,1943,DEM,145,7.46,7.46,7.51,Tier 5: Long-term (5.0%+),0.2570105820105821
FORSYTH,804,US HOUSE OF REPRESENTATIVES DISTRICT 06,2020-11-03,576,496,0,1072,DEM,80,7.46,7.46,7.54,Tier 5: Long-term (5.0%+),0.14179894179894184
