county,precinct,contest_name,election_date,dem_votes,rep_votes,other_votes,total_votes,winner,vote_diff,margin_pct,dem_margin_pct,dva_pct_needed
FORSYTH,132,NC COURT OF APPEALS JUDGE SEAT 15,2024-11-05,1834,1938,0,3772,REP,104,2.76,-2.76,2.78
FORSYTH,131,US HOUSE OF REPRESENTATIVES DISTRICT 10,2024-11-05,1388,1467,0,2855,REP,79,2.77,-2.77,2.8
FORSYTH,802,NC COMMISSIONER OF LABOR,2024-11-05,715,676,0,1391,DEM,39,2.8,2.8,2.87
FORSYTH,802,NC HOUSE OF REPRESENTATIVES DISTRICT 072,2020-11-03,639,676,0,1315,REP,37,2.81,-2.81,2.89
FORSYTH,132,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,1281,1355,0,2636,REP,74,2.81,-2.81,2.84
FORSYTH,71,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2024-11-05,1585,1498,0,3083,DEM,87,2.82,2.82,2.85
FORSYTH,806,US SENATE,2020-11-03,793,749,0,1542,DEM,44,2.85,2.85,2.91
FORSYTH,17,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,816,864,0,1680,REP,48,2.86,-2.86,2.91
FORSYTH,802,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2020-11-03,680,642,0,1322,DEM,38,2.87,2.87,2.95
FORSYTH,131,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,1032,1093,0,2125,REP,61,2.87,-2.87,2.91
FORSYTH,74,NC COURT OF APPEALS JUDGE SEAT 09,2022-11-08,1081,1020,0,2101,DEM,61,2.9,2.9,2.95
FORSYTH,809,NC COMMISSIONER OF INSURANCE,2020-11-03,1183,1116,0,2299,DEM,67,2.91,2.91,2.96
FORSYTH,55,NC SECRETARY OF STATE,2024-11-05,1564,1658,0,3222,REP,94,2.92,-2.92,2.95
FORSYTH,15,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1671,1772,0,3443,REP,101,2.93,-2.93,2.96
FORSYTH,132,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,1294,1373,0,2667,REP,79,2.96,-2.96,3.0
FORSYTH,701,NC DISTRICT COURT JUDGE DISTRICT 31 SEAT 10,2024-11-05,573,540,0,1113,DEM,33,2.96,2.96,3.05
FORSYTH,16,NC COURT OF APPEALS JUDGE SEAT 12,2024-11-05,1116,1184,0,2300,REP,68,2.96,-2.96,3.0
FORSYTH,132,US HOUSE OF REPRESENTATIVES DISTRICT 10,2024-11-05,1747,1854,0,3601,REP,107,2.97,-2.97,3.0
FORSYTH,77,US HOUSE OF REPRESENTATIVES DISTRICT 10,2024-11-05,1046,1110,0,2156,REP,64,2.97,-2.97,3.01
FORSYTH,74,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 04,2020-11-03,1451,1367,0,2818,DEM,84,2.98,2.98,3.01
FORSYTH,807,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2022-11-08,633,596,0,1229,DEM,37,3.01,3.01,3.09
FORSYTH,16,US SENATE,2022-11-08,722,767,0,1489,REP,45,3.02,-3.02,3.09
FORSYTH,132,NC LIEUTENANT GOVERNOR,2024-11-05,1921,1808,0,3729,DEM,113,3.03,3.03,3.06
FORSYTH,33,DISTRICT ATTORNEY DISTRICT 31,2022-11-08,594,559,0,1153,DEM,35,3.04,3.04,3.12
FORSYTH,807,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,637,599,0,1236,DEM,38,3.07,3.07,3.15
FORSYTH,135,US SENATE,2022-11-08,960,1022,0,1982,REP,62,3.13,-3.13,3.18
FORSYTH,67,NC SECRETARY OF STATE,2024-11-05,680,724,0,1404,REP,44,3.13,-3.13,3.2
FORSYTH,52,FORSYTH COUNTY BOARD OF COMMISSIONERS AT-LARGE,2022-11-08,385,410,0,795,REP,25,3.14,-3.14,3.26
FORSYTH,908,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2020-11-03,1223,1148,0,2371,DEM,75,3.16,3.16,3.2
FORSYTH,71,NC GOVERNOR,2020-11-03,1501,1599,0,3100,REP,98,3.16,-3.16,3.19
FORSYTH,43,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,1039,1107,0,2146,REP,68,3.17,-3.17,3.21
FORSYTH,132,NC STATE SENATE DISTRICT 31,2024-11-05,1828,1948,0,3776,REP,120,3.18,-3.18,3.2
FORSYTH,77,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2024-11-05,2789,2972,0,5761,REP,183,3.18,-3.18,3.19
FORSYTH,802,NC COURT OF APPEALS JUDGE SEAT 04,2020-11-03,680,638,0,1318,DEM,42,3.19,3.19,3.26
FORSYTH,802,NC COMMISSIONER OF INSURANCE,2024-11-05,728,683,0,1411,DEM,45,3.19,3.19,3.26
FORSYTH,54,NC ATTORNEY GENERAL,2024-11-05,1103,1176,0,2279,REP,73,3.2,-3.2,3.24
FORSYTH,132,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,1271,1355,0,2626,REP,84,3.2,-3.2,3.23
FORSYTH,132,CITY OF WINSTON-SALEM COUNCIL MEMBER NORTHWEST WARD,2024-11-05,1218,1142,0,2360,DEM,76,3.22,3.22,3.26
FORSYTH,62,US HOUSE OF REPRESENTATIVES DISTRICT 06,2020-11-03,90,96,0,186,REP,6,3.23,-3.23,3.72
FORSYTH,52,NC SECRETARY OF STATE,2020-11-03,505,539,0,1044,REP,34,3.26,-3.26,3.35
FORSYTH,132,NC COURT OF APPEALS JUDGE SEAT 10,2022-11-08,1271,1357,0,2628,REP,86,3.27,-3.27,3.31
FORSYTH,802,NC STATE SENATE DISTRICT 32,2020-11-03,677,634,0,1311,DEM,43,3.28,3.28,3.35
FORSYTH,77,NC LIEUTENANT GOVERNOR,2024-11-05,1165,1091,0,2256,DEM,74,3.28,3.28,3.32
FORSYTH,131,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,1024,1094,0,2118,REP,70,3.31,-3.31,3.35
FORSYTH,131,NC GOVERNOR,2020-11-03,1452,1359,0,2811,DEM,93,3.31,3.31,3.34
FORSYTH,908,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2020-11-03,1214,1136,0,2350,DEM,78,3.32,3.32,3.36
FORSYTH,804,NC COURT OF APPEALS JUDGE SEAT 06,2020-11-03,543,508,0,1051,DEM,35,3.33,3.33,3.42
FORSYTH,132,US HOUSE OF REPRESENTATIVES DISTRICT 05,2022-11-08,1289,1378,0,2667,REP,89,3.34,-3.34,3.37
FORSYTH,807,NC COURT OF APPEALS JUDGE SEAT 10,2022-11-08,631,590,0,1221,DEM,41,3.36,3.36,3.43
FORSYTH,51,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1207,1291,0,2498,REP,84,3.36,-3.36,3.4
FORSYTH,132,NC GOVERNOR,2020-11-03,1843,1723,0,3566,DEM,120,3.37,3.37,3.39
FORSYTH,132,US PRESIDENT,2020-11-03,1719,1839,0,3558,REP,120,3.37,-3.37,3.4
FORSYTH,55,NC LIEUTENANT GOVERNOR,2024-11-05,1523,1630,0,3153,REP,107,3.39,-3.39,3.42
FORSYTH,74,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2020-11-03,1454,1358,0,2812,DEM,96,3.41,3.41,3.45
FORSYTH,807,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,631,589,0,1220,DEM,42,3.44,3.44,3.52
FORSYTH,43,NC STATE SENATE DISTRICT 31,2020-11-03,1026,1099,0,2125,REP,73,3.44,-3.44,3.48
FORSYTH,807,NC COURT OF APPEALS JUDGE SEAT 13,2020-11-03,827,772,0,1599,DEM,55,3.44,3.44,3.5
FORSYTH,806,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,614,573,0,1187,DEM,41,3.45,3.45,3.53
FORSYTH,131,NC COURT OF APPEALS JUDGE SEAT 10,2022-11-08,1020,1093,0,2113,REP,73,3.45,-3.45,3.5
FORSYTH,132,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,1825,1956,0,3781,REP,131,3.46,-3.46,3.49
FORSYTH,74,NC COMMISSIONER OF LABOR,2020-11-03,1452,1355,0,2807,DEM,97,3.46,3.46,3.49
FORSYTH,77,NC COURT OF APPEALS JUDGE SEAT 15,2024-11-05,1093,1172,0,2265,REP,79,3.49,-3.49,3.53
FORSYTH,131,US HOUSE OF REPRESENTATIVES DISTRICT 05,2022-11-08,1038,1113,0,2151,REP,75,3.49,-3.49,3.53
FORSYTH,131,NC STATE SENATE DISTRICT 31,2024-11-05,1459,1565,0,3024,REP,106,3.51,-3.51,3.54
FORSYTH,804,NC COURT OF APPEALS JUDGE SEAT 04,2020-11-03,545,508,0,1053,DEM,37,3.51,3.51,3.6
FORSYTH,804,NC DISTRICT COURT JUDGE DISTRICT 31 SEAT 10,2024-11-05,504,541,0,1045,REP,37,3.54,-3.54,3.63
FORSYTH,802,NC COMMISSIONER OF INSURANCE,2020-11-03,635,682,0,1317,REP,47,3.57,-3.57,3.64
FORSYTH,132,NC COMMISSIONER OF INSURANCE,2024-11-05,1834,1970,0,3804,REP,136,3.58,-3.58,3.6
FORSYTH,123,FORSYTH COUNTY BOARD OF EDUCATION AT-LARGE,2022-11-08,2282,2124,0,4406,DEM,158,3.59,3.59,3.61
FORSYTH,806,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,621,578,0,1199,DEM,43,3.59,3.59,3.66
FORSYTH,807,NC ATTORNEY GENERAL,2020-11-03,850,791,0,1641,DEM,59,3.6,3.6,3.65
FORSYTH,43,NC AUDITOR,2020-11-03,1031,1108,0,2139,REP,77,3.6,-3.6,3.64
FORSYTH,32,NC SECRETARY OF STATE,2024-11-05,1293,1390,0,2683,REP,97,3.62,-3.62,3.65
FORSYTH,42,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2020-11-03,3552,3303,0,6855,DEM,249,3.63,3.63,3.65
FORSYTH,131,NC SECRETARY OF STATE,2024-11-05,1586,1475,0,3061,DEM,111,3.63,3.63,3.66
FORSYTH,806,NC COURT OF APPEALS JUDGE SEAT 12,2024-11-05,814,757,0,1571,DEM,57,3.63,3.63,3.69
FORSYTH,11,CITY OF WINSTON-SALEM MAYOR,2020-11-03,1838,1977,0,3815,REP,139,3.64,-3.64,3.67
FORSYTH,74,US SENATE,2020-11-03,1423,1323,0,2746,DEM,100,3.64,3.64,3.68
FORSYTH,67,NC GOVERNOR,2020-11-03,699,752,0,1451,REP,53,3.65,-3.65,3.72
FORSYTH,74,NC COMMISSIONER OF AGRICULTURE,2020-11-03,1360,1463,0,2823,REP,103,3.65,-3.65,3.68
FORSYTH,67,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,669,720,0,1389,REP,51,3.67,-3.67,3.74
FORSYTH,74,NC COMMISSIONER OF LABOR,2024-11-05,1494,1388,0,2882,DEM,106,3.68,3.68,3.71
FORSYTH,803,US SENATE,2022-11-08,645,599,0,1244,DEM,46,3.7,3.7,3.77
FORSYTH,132,NC SECRETARY OF STATE,2024-11-05,1984,1841,0,3825,DEM,143,3.74,3.74,3.76
FORSYTH,809,NC COMMISSIONER OF LABOR,2024-11-05,1216,1128,0,2344,DEM,88,3.75,3.75,3.79
FORSYTH,52,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05,2022-11-08,385,415,0,800,REP,30,3.75,-3.75,3.87
FORSYTH,123,US HOUSE OF REPRESENTATIVES DISTRICT 05,2022-11-08,855,793,0,1648,DEM,62,3.76,3.76,3.82
FORSYTH,806,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,617,572,0,1189,DEM,45,3.78,3.78,3.86
FORSYTH,908,NC STATE SENATE DISTRICT 32,2020-11-03,1220,1131,0,2351,DEM,89,3.79,3.79,3.82
FORSYTH,807,US PRESIDENT,2024-11-05,822,762,0,1584,DEM,60,3.79,3.79,3.85
FORSYTH,509,DISTRICT ATTORNEY DISTRICT 31,2022-11-08,589,546,0,1135,DEM,43,3.79,3.79,3.87
FORSYTH,51,NC SECRETARY OF STATE,2024-11-05,1209,1305,0,2514,REP,96,3.82,-3.82,3.86
FORSYTH,77,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,714,771,0,1485,REP,57,3.84,-3.84,3.9
FORSYTH,123,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2022-11-08,851,788,0,1639,DEM,63,3.84,3.84,3.9
FORSYTH,804,NC TREASURER,2020-11-03,512,553,0,1065,REP,41,3.85,-3.85,3.94
FORSYTH,806,NC AUDITOR,2024-11-05,794,735,0,1529,DEM,59,3.86,3.86,3.92
FORSYTH,807,NC AUDITOR,2024-11-05,781,723,0,1504,DEM,58,3.86,3.86,3.92
FORSYTH,802,NC TREASURER,2024-11-05,740,685,0,1425,DEM,55,3.86,3.86,3.92
FORSYTH,135,FORSYTH COUNTY BOARD OF EDUCATION AT-LARGE,2022-11-08,2662,2876,0,5538,REP,214,3.86,-3.86,3.88
FORSYTH,71,NC SECRETARY OF STATE,2024-11-05,1492,1612,0,3104,REP,120,3.87,-3.87,3.9
FORSYTH,803,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05,2022-11-08,639,591,0,1230,DEM,48,3.9,3.9,3.98
FORSYTH,809,NC COURT OF APPEALS JUDGE SEAT 07,2020-11-03,1193,1103,0,2296,DEM,90,3.92,3.92,3.96
FORSYTH,807,NC COURT OF APPEALS JUDGE SEAT 12,2024-11-05,809,748,0,1557,DEM,61,3.92,3.92,3.98
FORSYTH,74,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,1468,1357,0,2825,DEM,111,3.93,3.93,3.96
FORSYTH,52,NC GOVERNOR,2020-11-03,551,509,0,1060,DEM,42,3.96,3.96,4.05
FORSYTH,43,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 04,2020-11-03,1027,1112,0,2139,REP,85,3.97,-3.97,4.02
FORSYTH,809,NC COMMISSIONER OF AGRICULTURE,2020-11-03,1109,1201,0,2310,REP,92,3.98,-3.98,4.02
FORSYTH,17,NC ATTORNEY GENERAL,2024-11-05,813,881,0,1694,REP,68,4.01,-4.01,4.07
FORSYTH,132,NC TREASURER,2024-11-05,1824,1977,0,3801,REP,153,4.03,-4.03,4.05
FORSYTH,132,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2022-11-08,1269,1376,0,2645,REP,107,4.05,-4.05,4.08
FORSYTH,55,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2024-11-05,1536,1667,0,3203,REP,131,4.09,-4.09,4.12
FORSYTH,123,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,1230,1133,0,2363,DEM,97,4.1,4.1,4.14
FORSYTH,85,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,899,976,0,1875,REP,77,4.11,-4.11,4.16
FORSYTH,807,CITY OF WINSTON-SALEM COUNCIL MEMBER WEST WARD,2024-11-05,733,796,0,1529,REP,63,4.12,-4.12,4.18
FORSYTH,74,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,1511,1391,0,2902,DEM,120,4.14,4.14,4.17
FORSYTH,132,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,1687,1833,0,3520,REP,146,4.15,-4.15,4.17
FORSYTH,74,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,1476,1358,0,2834,DEM,118,4.16,4.16,4.2
FORSYTH,131,US PRESIDENT,2020-11-03,1349,1466,0,2815,REP,117,4.16,-4.16,4.19
FORSYTH,806,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2024-11-05,1970,2141,0,4111,REP,171,4.16,-4.16,4.18
FORSYTH,807,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 04,2020-11-03,845,777,0,1622,DEM,68,4.19,4.19,4.25
FORSYTH,131,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,1029,1120,0,2149,REP,91,4.23,-4.23,4.28
FORSYTH,802,US HOUSE OF REPRESENTATIVES DISTRICT 06,2020-11-03,702,645,0,1347,DEM,57,4.23,4.23,4.3
FORSYTH,135,FORSYTH COUNTY BOARD OF COMMISSIONERS AT-LARGE,2022-11-08,952,1037,0,1989,REP,85,4.27,-4.27,4.32
FORSYTH,132,NC COMMISSIONER OF LABOR,2024-11-05,1808,1971,0,3779,REP,163,4.31,-4.31,4.34
FORSYTH,32,NC LIEUTENANT GOVERNOR,2024-11-05,1263,1377,0,2640,REP,114,4.32,-4.32,4.35
FORSYTH,77,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2022-11-08,716,781,0,1497,REP,65,4.34,-4.34,4.4
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,853,782,0,1635,DEM,71,4.34,4.34,4.4
FORSYTH,52,NC AUDITOR,2020-11-03,496,541,0,1037,REP,45,4.34,-4.34,4.43
FORSYTH,16,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,726,792,0,1518,REP,66,4.35,-4.35,4.41
FORSYTH,135,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1462,1339,0,2801,DEM,123,4.39,4.39,4.42
FORSYTH,804,NC HOUSE OF REPRESENTATIVES DISTRICT 072,2020-11-03,547,501,0,1048,DEM,46,4.39,4.39,4.48
FORSYTH,803,US HOUSE OF REPRESENTATIVES DISTRICT 05,2022-11-08,597,652,0,1249,REP,55,4.4,-4.4,4.48
FORSYTH,77,NC COURT OF APPEALS JUDGE SEAT 14,2024-11-05,1083,1183,0,2266,REP,100,4.41,-4.41,4.45
FORSYTH,16,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,723,790,0,1513,REP,67,4.43,-4.43,4.49
FORSYTH,803,US PRESIDENT,2020-11-03,786,719,0,1505,DEM,67,4.45,4.45,4.51
FORSYTH,803,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,590,645,0,1235,REP,55,4.45,-4.45,4.53
FORSYTH,807,US SENATE,2020-11-03,830,759,0,1589,DEM,71,4.47,4.47,4.53
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 10,2022-11-08,853,780,0,1633,DEM,73,4.47,4.47,4.53
FORSYTH,131,NC COURT OF APPEALS JUDGE SEAT 15,2024-11-05,1443,1578,0,3021,REP,135,4.47,-4.47,4.5
FORSYTH,52,NC STATE SENATE DISTRICT 31,2020-11-03,499,546,0,1045,REP,47,4.5,-4.5,4.58
FORSYTH,807,NC COMMISSIONER OF AGRICULTURE,2020-11-03,773,846,0,1619,REP,73,4.51,-4.51,4.57
FORSYTH,77,NC SECRETARY OF STATE,2024-11-05,1201,1097,0,2298,DEM,104,4.53,4.53,4.57
FORSYTH,13,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1548,1695,0,3243,REP,147,4.53,-4.53,4.56
FORSYTH,77,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05,2022-11-08,715,783,0,1498,REP,68,4.54,-4.54,4.6
FORSYTH,807,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05,2022-11-08,645,589,0,1234,DEM,56,4.54,4.54,4.61
FORSYTH,51,NC LIEUTENANT GOVERNOR,2024-11-05,1174,1286,0,2460,REP,112,4.55,-4.55,4.59
FORSYTH,15,NC LIEUTENANT GOVERNOR,2024-11-05,1610,1764,0,3374,REP,154,4.56,-4.56,4.59
FORSYTH,43,NC AUDITOR,2024-11-05,963,1055,0,2018,REP,92,4.56,-4.56,4.6
FORSYTH,51,NC GOVERNOR,2020-11-03,1188,1302,0,2490,REP,114,4.58,-4.58,4.61
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 11,2022-11-08,854,779,0,1633,DEM,75,4.59,4.59,4.65
FORSYTH,806,NC STATE SENATE DISTRICT 32,2020-11-03,818,746,0,1564,DEM,72,4.6,4.6,4.66
FORSYTH,802,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2024-11-05,1988,1813,0,3801,DEM,175,4.6,4.6,4.63
FORSYTH,16,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05,2022-11-08,723,793,0,1516,REP,70,4.62,-4.62,4.68
FORSYTH,74,CITY OF WINSTON-SALEM COUNCIL MEMBER WEST WARD,2024-11-05,1332,1214,0,2546,DEM,118,4.63,4.63,4.67
FORSYTH,131,NC SECRETARY OF STATE,2020-11-03,1324,1453,0,2777,REP,129,4.65,-4.65,4.68
FORSYTH,52,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 06,2024-11-05,469,515,0,984,REP,46,4.67,-4.67,4.77
FORSYTH,52,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2024-11-05,470,516,0,986,REP,46,4.67,-4.67,4.76
FORSYTH,131,NC AUDITOR,2020-11-03,1320,1450,0,2770,REP,130,4.69,-4.69,4.73
FORSYTH,908,US HOUSE OF REPRESENTATIVES DISTRICT 06,2020-11-03,1245,1133,0,2378,DEM,112,4.71,4.71,4.75
FORSYTH,809,NC TREASURER,2024-11-05,1245,1132,0,2377,DEM,113,4.75,4.75,4.79
FORSYTH,74,NC TREASURER,2024-11-05,1523,1385,0,2908,DEM,138,4.75,4.75,4.78
FORSYTH,77,NC COMMISSIONER OF LABOR,2024-11-05,1070,1178,0,2248,REP,108,4.8,-4.8,4.84
FORSYTH,54,NC HOUSE OF REPRESENTATIVES DISTRICT 074,2024-11-05,1071,1179,0,2250,REP,108,4.8,-4.8,4.84
FORSYTH,809,NC COURT OF APPEALS JUDGE SEAT 05,2020-11-03,1204,1093,0,2297,DEM,111,4.83,4.83,4.87
FORSYTH,123,NC COURT OF APPEALS JUDGE SEAT 04,2020-11-03,1267,1149,0,2416,DEM,118,4.88,4.88,4.92
FORSYTH,77,NC STATE SENATE DISTRICT 32,2022-11-08,701,773,0,1474,REP,72,4.88,-4.88,4.95
FORSYTH,803,NC AUDITOR,2020-11-03,702,774,0,1476,REP,72,4.88,-4.88,4.94
FORSYTH,43,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,1021,1126,0,2147,REP,105,4.89,-4.89,4.93
FORSYTH,123,NC STATE SENATE DISTRICT 32,2022-11-08,857,777,0,1634,DEM,80,4.9,4.9,4.95
FORSYTH,908,NC DISTRICT COURT JUDGE DISTRICT 21 SEAT 08,2020-11-03,1101,1215,0,2316,REP,114,4.92,-4.92,4.96
FORSYTH,43,NC COURT OF APPEALS JUDGE SEAT 15,2024-11-05,990,1093,0,2083,REP,103,4.94,-4.94,4.99
FORSYTH,15,NC SECRETARY OF STATE,2024-11-05,1642,1813,0,3455,REP,171,4.95,-4.95,4.98
FORSYTH,807,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,853,772,0,1625,DEM,81,4.98,4.98,5.04
FORSYTH,16,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,723,799,0,1522,REP,76,4.99,-4.99,5.05
FORSYTH,908,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,1240,1122,0,2362,DEM,118,5.0,5.0,5.03
FORSYTH,805,CITY OF WINSTON-SALEM COUNCIL MEMBER WEST WARD,2024-11-05,1072,970,0,2042,DEM,102,5.0,5.0,5.04
FORSYTH,806,NC COMMISSIONER OF AGRICULTURE,2020-11-03,751,830,0,1581,REP,79,5.0,-5.0,5.05
FORSYTH,701,NC COMMISSIONER OF AGRICULTURE,2024-11-05,588,532,0,1120,DEM,56,5.0,5.0,5.08
FORSYTH,77,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,710,785,0,1495,REP,75,5.02,-5.02,5.08
FORSYTH,132,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,1670,1848,0,3518,REP,178,5.06,-5.06,5.09
FORSYTH,131,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2024-11-05,3678,4072,0,7750,REP,394,5.08,-5.08,5.1
FORSYTH,908,US HOUSE OF REPRESENTATIVES DISTRICT 05,2022-11-08,1022,923,0,1945,DEM,99,5.09,5.09,5.14
FORSYTH,131,NC ATTORNEY GENERAL,2024-11-05,1620,1463,0,3083,DEM,157,5.09,5.09,5.12
FORSYTH,52,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,372,412,0,784,REP,40,5.1,-5.1,5.22
FORSYTH,807,NC SUPREME COURT CHIEF JUSTICE SEAT 01,2020-11-03,854,771,0,1625,DEM,83,5.11,5.11,5.16
FORSYTH,85,NC SECRETARY OF STATE,2024-11-05,889,985,0,1874,REP,96,5.12,-5.12,5.17
FORSYTH,908,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 02,2020-11-03,1241,1120,0,2361,DEM,121,5.12,5.12,5.16
FORSYTH,52,NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03,2022-11-08,380,421,0,801,REP,41,5.12,-5.12,5.23
FORSYTH,807,US HOUSE OF REPRESENTATIVES DISTRICT 06,2020-11-03,860,776,0,1636,DEM,84,5.13,5.13,5.19
FORSYTH,43,NC COURT OF APPEALS JUDGE SEAT 05,2020-11-03,1008,1117,0,2125,REP,109,5.13,-5.13,5.17
FORSYTH,806,US HOUSE OF REPRESENTATIVES DISTRICT 06,2020-11-03,838,756,0,1594,DEM,82,5.14,5.14,5.2
FORSYTH,16,NC COURT OF APPEALS JUDGE SEAT 10,2022-11-08,719,797,0,1516,REP,78,5.15,-5.15,5.2
FORSYTH,67,NC STATE SENATE DISTRICT 31,2020-11-03,689,764,0,1453,REP,75,5.16,-5.16,5.22
FORSYTH,63,NC GOVERNOR,2024-11-05,1396,1548,0,2944,REP,152,5.16,-5.16,5.19
FORSYTH,77,NC SUPERINTENDENT OF PUBLIC INSTRUCTION,2024-11-05,1203,1085,0,2288,DEM,118,5.16,5.16,5.2
FORSYTH,43,NC COMMISSIONER OF LABOR,2020-11-03,1010,1120,0,2130,REP,110,5.16,-5.16,5.21
FORSYTH,67,NC AUDITOR,2024-11-05,633,702,0,1335,REP,69,5.17,-5.17,5.24
FORSYTH,123,NC LIEUTENANT GOVERNOR,2020-11-03,1292,1165,0,2457,DEM,127,5.17,5.17,5.21
FORSYTH,804,NC COMMISSIONER OF LABOR,2024-11-05,548,494,0,1042,DEM,54,5.18,5.18,5.27
FORSYTH,803,NC COURT OF APPEALS JUDGE SEAT 08,2022-11-08,567,629,0,1196,REP,62,5.18,-5.18,5.26
FORSYTH,132,NC ATTORNEY GENERAL,2024-11-05,2017,1817,0,3834,DEM,200,5.22,5.22,5.24
FORSYTH,15,FORSYTH COUNTY SHERIFF,2022-11-08,1017,916,0,1933,DEM,101,5.23,5.23,5.27
FORSYTH,74,NC COMMISSIONER OF INSURANCE,2024-11-05,1529,1377,0,2906,DEM,152,5.23,5.23,5.26
FORSYTH,52,FORSYTH COUNTY BOARD OF EDUCATION AT-LARGE,2022-11-08,1044,1160,0,2204,REP,116,5.26,-5.26,5.3
FORSYTH,123,DISTRICT ATTORNEY DISTRICT 31,2022-11-08,774,860,0,1634,REP,86,5.26,-5.26,5.32
FORSYTH,77,NC COURT OF APPEALS JUDGE SEAT 10,2022-11-08,701,779,0,1480,REP,78,5.27,-5.27,5.33
FORSYTH,809,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2020-11-03,3050,3390,0,6440,REP,340,5.28,-5.28,5.29
FORSYTH,64,NC ATTORNEY GENERAL,2024-11-05,500,556,0,1056,REP,56,5.3,-5.3,5.39
FORSYTH,807,NC STATE SENATE DISTRICT 32,2022-11-08,643,578,0,1221,DEM,65,5.32,5.32,5.4
FORSYTH,74,FORSYTH COUNTY BOARD OF COMMISSIONERS DISTRICT B,2020-11-03,3500,3893,0,7393,REP,393,5.32,-5.32,5.33
